STATUS,cEXT,cAGR,cNEU,cCON,cOPN
when  i  give  food  to  the  poor  they  call  me  a  saint  when  i  ask  why  the  poor  have  no  food  they  call  me  a  communistpropname ,n,n,y,n,y
the  best  argument  against  democracy  is  a  fiveminute  conversation  with  the  average  voter ,n,n,y,n,y
what  i  didnt  want  more  characters  on  heroes ,n,n,y,n,y
and  until  peoples  learn  to  spot  the  fanning  of  mass  emotions  and  the  sowing  of  bitterness  suspicion  and  intolerance  as  crimes  in  themselves    as  perhaps  the  greatest  disservice  that  can  be  done  to  the  cause  of  popular  government    this  sort  of  thing  will  continue  to  occur ,n,n,y,n,y
thank  you  propname  for  still  being  on  the  ballot  so  that  stupid  people  could  vote  for  you ,n,n,y,n,y
how  impious  is  the  title  of  sacred  majesty  applied  to  a  worm  who  in  the  midst  of  his  splendor  is  crumbling  into  dustpropname  they  dont  make  writers  like  they  used  to ,n,n,y,n,y
fuck  you  dolphin ,n,n,y,n,y
yankees  woooo ,n,n,y,n,y
necessity  is  the  plea  for  every  infringement  of  human  freedom  it  is  the  argument  of  tyrants  it  is  the  creed  of  slaves    propname ,n,n,y,n,y
steelers ,n,n,y,n,y
britains  desire  to  be  a  big  player  on  the  world  stage  has  delivered  huge  benefits  including  being  dragged  into  a  series  of  catastrophic  wars  with  americas  throbbing  tumescence  lodged  firmly  at  the  back  of  our  throat  while  at  the  same  time  being  unable  to  afford  decent  roads  railways  schools  and  hospitals  its  what  we  call  a  winwin ,n,n,y,n,y
my  fucking  computer  got  a  virus  incredible ,n,n,y,n,y
i  have  to  quit  drinking  diet  coke  much  sadness  and  headaches ,n,n,y,n,y
all  aboard  the  uss  rational  basis ,n,n,y,n,y
restoration  or  why  lts  is  incredible ,n,n,y,n,y
why  do  you  insist  that  the  human  genetic  code  is  sacred  or  taboo  it  is  a  chemical  process  and  nothing  more  for  that  matter  we  are  chemical  processes  and  nothing  more  if  you  deny  yourself  a  useful  tool  simply  because  it  reminds  you  uncomfortably  of  your  mortality  you  have  uselessly  and  pointlessly  crippled  yourself  chairman  propname  looking  god  in  the  eye ,n,n,y,n,y
spit  so  hard  that  it  oughta  be  a  crime ,n,n,y,n,y
spit  it  so  hard  it  oughta  be  a  crime ,n,n,y,n,y
fucking  propname ,n,n,y,n,y
the  mind  of  a  child  is  where  the  revolution  begins ,n,n,y,n,y
kansas  city  chiefs  over  pittsburgh  steelers  2724  disgrace ,n,n,y,n,y
i  found  my  actual  wep  key ,n,n,y,n,y
classes  over  home  in  a  week ,n,n,y,n,y
fuck  yes ,n,n,y,n,y
were  supposed  to  call  it  h1n1  i  refuse  to  back  down  to  pig  farmers  not  today  not  ever ,n,n,y,n,y
kill  them  all  god  will  recognize  his  ownpropname ,n,n,y,n,y
face  the  facts  then  act  on  them  its  the  only  mantra  i  know  the  only  doctrine  i  have  to  offer  you  and  its  harder  than  youd  think  because  i  swear  humans  seem  hardwired  to  do  anything  but  face  the  facts  dont  pray  dont  wish  dont  buy  into  centuriesold  dogma  and  dead  rhetoric  dont  give  in  to  your  conditioning  or  your  visions  or  your  fuckedup  sense  of  whatever  face  the  facts  then  act ,n,n,y,n,y
stability  means  we  run  it  there  are  countries  that  are  very  stable  cuba  is  stable  but  that’s  not  called  stability ,n,n,y,n,y
avatar  best  picture ,n,n,y,n,y
wow  new  orleans ,n,n,y,n,y
now  bamboo  thinks  its  wood  and  that  pisses  me  off ,n,n,y,n,y
i  passed  stats  motherfucker ,n,n,y,n,y
hey  it  actually  is  december ,n,n,y,n,y
and  then  i  got  food  poisoning ,n,n,y,n,y
show  me  a  completely  smooth  operation  and  ill  show  you  a  cover  up  real  boats  rock  propname ,n,n,y,n,y
if  i  see  another  king  i  think  i  shall  bite  himpropname ,n,n,y,n,y
rule  of  the  great  when  people  you  greatly  admire  appear  to  be  thinking  deep  thoughts  they  are  probably  thinking  about  lunch ,n,n,y,n,y
we  rule  by  consensus  what  if  the  americans  object  we  dont  operate ,n,n,y,n,y
libertarianism  is  just  anarchism  for  rich  people ,n,n,y,n,y
progress  is  made  by  lazy  men  looking  for  easier  ways  to  do  thingsheinlein ,n,n,y,n,y
no  one  lets  charms  in  the  vehicle  in  the  entire  united  states  marine  corps ,n,n,y,n,y
rip  propname ,n,n,y,n,y
i  didnt  know  this  but  propname  is  apparently  a  hebrew  name  that  means  the  lord  remembers  which  is  basically  incredible ,n,n,y,n,y
lets  go  lions ,n,n,y,n,y
propname  was  ejected  from  the  new  york  state  senate  which  is  good  because  he  slashed  his  girlfriend  with  a  knife ,n,n,y,n,y
good  work  golden  globes ,n,n,y,n,y
its  the  prophet  versus  them  profits  all  the  time ,n,n,y,n,y
four  day  camping  trip  holy  crap  this  is  going  to  be  fun ,n,y,n,y,n
how  do  i  change  my  name ,n,y,n,y,n
things  just  got  really  complicated ,n,y,n,y,n
im  back  and  sunburned  bad  ill  just  have  to  live  with  it  i  guess ,n,y,n,y,n
bored  to  tears  well  not  literally  but  im  still  bored ,n,y,n,y,n
whats  on  my  mind  well  hopefully  the  top  of  my  head ,n,y,n,y,n
happy  fourth  everyone ,n,y,n,y,n
is  still  doing  nothing  all  summer ,n,y,n,y,n
the  first  day  of  school  was  ssloooooww  hopefuly  it  will  get  better  as  the  year  gos  on ,n,y,n,y,n
football  first  scrimmage  today  its  gonna  be  awesome ,n,y,n,y,n
i  think  its  fun  to  run  circles  around  someone  while  they  are  running  and  even  better  if  the  get  tired  first ,n,y,n,y,n
i  think  its  fun  to  run  circles  around  someone  while  they  are  running  and  its  even  better  if  they  get  tired  first ,n,y,n,y,n
what  can  one  do  when  one  is  bored ,n,y,n,y,n
cant  wait  for  fair  bowl ,n,y,n,y,n
we  won  35  to  34  close  but  still  a  win ,n,y,n,y,n
haha  you  cant  say  im  a  bored  person  all  the  time  i  had  a  great  weekend ,n,y,n,y,n
im  so  boreded  again ,n,y,n,y,n
having  fun  at  school  hmmm  nvm ,n,y,n,y,n
its  snowing  this  morning  is  that  supposed  to  happen ,n,y,n,y,n
cant  wait  for  friday  football  game ,n,y,n,y,n
liked  the  greenhand  conference  and  enjoyed  watching  volleyball  woop  butt  today ,n,y,n,y,n
im  so  bored ,n,y,n,y,n
is  awesomely  cool ,n,y,n,y,n
homecoming  was  awesome  i  loved  getting  that  tackle  i  wanna  play  again ,n,y,n,y,n
im  so  bored  today  im  always  bored  i  dont  know  why  hmmm ,n,y,n,y,n
how  do  i  change  my  facebook  user  name ,n,y,n,y,n
cant  wait  for  friday ,n,y,n,y,n
there  were  some  scary  people  today  whispers  opposite  sex  day ,n,y,n,y,n
what  a  great  life  i  have  first  my  nose  now  my  fricken  hand ,n,y,n,y,n
ugh  another  game  lost  we  need  to  work  as  a  team ,n,y,n,y,n
basketball  is  fun  but  weve  lost  two  games  and  won  two ,n,y,n,y,n
lost  another  game  but  dang  was  it  close ,n,y,n,y,n
new  status  time  now  what  should  i  put  oh  well ,n,y,n,y,n
will  be  completely  honest  for  the  next  24  hoursyou  can  ask  me  one  question  only  in  my  inboxany  question  no  matter  how  crazy  or  wrong  it  isbut  you  can  only  ask  me  one  question  you  will  have  my  full  honestybut  i  dare  you  to  put  this  as  your  status  too  and  see  what  questions  you  get      x  this  should  be  interesting ,n,y,n,y,n
ah  i  hate  being  sick  now  i  have  to  go  to  school  tomorrow  hate  that  to ,n,y,n,y,n
will  be  completely  honest  for  the  next  24  hoursyou  can  ask  me  one  question  only  in  my  inboxany  question  no  matter  how  crazy  or  wrong  it  isbut  you  can  only  ask  me  one  question  you  will  have  my  full  honestybut  i  dare  you  to  put  this  as  your  status  too  and  see  what  questions  you  get      x  this  should  be  interesting ,n,y,n,y,n
dragons  ignored  human  names  when  they  didntt  like  the  bearer ,n,y,n,y,n
fie  time  inc  has  blocked  gchat  does  this  mean  i  have  to  be  productive  now ,y,n,y,y,y
is  in  search  of  the  perfect  margarita   ,y,n,y,y,y
i  was  sitting  at  laguardia  wondering  why  my  flight  was  delayed  and  then  i  saw  on  the  tv  that  there  had  been  a  bomb  threat  and  evacuation  earlier  today  lucky  meeee ,y,n,y,y,y
do  i  have  to  take  out  my  nose  ring  and  join  the  corporate  world ,y,n,y,y,y
just  spent  the  last  hour  looking  at  photos  from  junior  abroad  in  london  and  is  dying  to  go  back ,y,n,y,y,y
hmmm  i  better  not  fail  my  passfail ,y,n,y,y,y
is  struggling           ,y,n,y,y,y
ewww  33  of  snow  apparently  the  most  at  one  time  since  1969 ,y,n,y,y,y
law  school  is  too  hard ,y,n,y,y,y
thanks  everyone  but  i  decided  to  get  younger  this  year   ,y,n,y,y,y
is  at  work   ,y,n,y,n,y
hopes  that  transformers  isnt  sold  out ,y,n,y,n,y
is  going  to  the  mellow  mushroom  after  work  at  8 ,y,n,y,n,y
must  be  insane  for  starting  a  twitter  account ,y,n,y,n,y
hates  propname  for  starting  her  on  this  damn  farm  town  app  you  all  must  stert  playing  now  and  give  me  gifts  and  mafia  wars  too  fml  im  a  loser ,y,n,y,n,y
la  la  la  la ,y,n,y,n,y
hello  to  high  and  dry ,y,n,y,n,y
is  in  the  bluff ,y,n,y,n,y
loves  the  gorilla  face ,y,n,y,n,y
this  is  my  face  covered  in  freckles  with  the  occasional  spot  and  some  veins  this  is  my  body  covered  in  skin  and  not  all  of  it  you  can  see  and  this  is  my  mind  it  goes  over  and  over  the  same  old  lines  and  this  is  my  brain  its  torturous  analytical  thoug ,y,n,y,n,y
propname  comes  back  tonight  yaaaaayyyy ,y,n,y,n,y
is  ready  for  school  to  start  back  summer  sucks  when  you  arent  actually  on  vacation ,y,n,y,n,y
realizes  that  she  has  friends  on  facebook  that  she  doesnt  remember  how  she  met  is  that  wrong  discuss ,y,n,y,n,y
is  reading  master  and  fool  the  convoluted  finally  to  the  book  of  words  trillogy  in  between  playing  stupid  facebook  apps  such  a  nerd   ,y,n,y,n,y
is  creating  a  linkedin  account  as  if  she  didnt  already  have  too  many  networking  accounts  to  keep  track  of ,y,n,y,n,y
i  im  thinking  its  a  sign  that  the  freckles  in  our  eyes  are  mirror  images  and  when  we  kiss  theyre  perfectly  aligned  and  i  have  to  speculate  that  god  himself  did  make  us  into  corresponding  shapes  like  puzzle  pieces  from  the  clay ,y,n,y,n,y
is  at  work  yay ,y,n,y,n,y
thinks  she  will  keep  this  as  her  profile  pic  until  those  tan  lines  fade  if  that  ever  happens ,y,n,y,n,y
is  stressed  but  has  great  tickets  for  the  game  row  1  baby  woot ,y,n,y,n,y
got  a  jersy  from  propname  a  clean  car  from  her  mother  and  a  free  portfolio  from  her  sister  not  too  shabby  for  the  unexciting  22nd  birthday  d  thank  you  everyone ,y,n,y,n,y
dealing  with  crazy  people  all  day  aa  ppl  dont  forget  the  lecture  tonight  not  sure  what  it  is  about  though  p ,y,n,y,n,y
 ,y,n,y,n,y
absolutely  hates  autocad  why  am  i  still  in  architecture ,y,n,y,n,y
come  on  ut  we  need  a  touchdown ,y,n,y,n,y
is  blah  blah  blahbut  tgif  happy  weekend  everyone ,y,n,y,n,y
goddamnit  fuck  you  lincoln  kick  higher  and  the  guy  took  off  his  helmit  we  should  have  had  a  rekick  what  bs  is  this  aaaarrrrg ,y,n,y,n,y
i  just  realized  that  the  song  all  i  wanna  do  is  make  love  to  you  by  heart  is  about  a  woman  picking  up  a  stranger  and  seducing  him  in  order  to  get  a  child  wha ,y,n,y,n,y
gaaaarrrg ,y,n,y,n,y
would  like  to  bash  her  head  against  a  concrete  wall ,y,n,y,n,y
will  be  in  knoxville  for  break   ,y,n,y,n,y
alkdhoarjenfpreoijn ,y,n,y,n,y
will  post  some  halloween  pictures  eventually ,y,n,y,n,y
has  come  to  the  realization  that  i  hate  architecture  hate  it  integrations  is  the  worst  experience  ever  ill  be  happy  passing  with  a  c ,y,n,y,n,y
hopes  to  have  her  drawings  finished  in  exactly  one  week  from  now  lets  see  how  that  works  out ,y,n,y,n,y
 ,y,n,y,n,y
is  inactive ,y,n,y,n,y
is  upset  propname  ditched  our  appointment  i  made  after  i  waited  in  the  office  for  about  an  hour  and  now  ill  probably  never  get  to  talk  to  her  i  wish  shed  actually  do  her  job  in  stead  of  taking  5  hour  lunch  breaks  then  leaving  early  bitch ,y,n,y,n,y
is  hungry ,y,n,y,n,y
needs  to  suck  it  up ,y,n,y,n,y
due  to  a  lack  of  anyone  being  interested  in  my  life  updates  i  will  write  here  and  delude  myself  that  someone  wiill  read  it  later  and  actually  care  got  a  new  phone  yesterday  a  palm  treo  had  to  pay  30  a  mo  extra  to  use  it  but  now  ill  be  able  to  use  the  interwebz  while  in  white  bluff  30  dollars  is  a  fair  price  to  put  on  cabin  fever  prevention  maybe  i  should  tweet  this  too  p ,y,n,y,n,y
propname  made  it  up  to  me  today  after  i  waited  for  her  for  a  half  hour  past  our  appointment  time  sheesh  but  propname  was  awesome  enough  to  let  me  have  some  hot  chocolate   ,y,n,y,n,y
is  in  knoxilla  for  a  few  days  trying  to  get  this  germany  thing  settled  still  garg ,y,n,y,n,y
just  got  skype  name  ljacocke ,y,n,y,n,y
on  her  way  to  nola ,y,y,y,y,y
studying  is  cramping  my  style ,y,y,y,y,y
everyone  should  listen  to  funhousebest  record  ive  heard  in  a  long  time ,y,y,y,y,y
wishing  the  lovely  propname  a  happy  birthday ,y,y,y,y,y
will  be  working  for  ocb  two  months  from  now  i  cannot  wait ,y,y,y,y,y
cannot  believe  the  court  is  allowing  the  press  to  publish  photos  of  mjs  kids ,y,y,y,y,y
moving  back  to  nola  on  the  firstso  little  time ,y,y,y,y,y
wishing  all  of  her  friend  the  best  of  luck  on  the  louisian  bar  exam ,y,y,y,y,y
the  law  graduates  prayer  godif  its  not  too  much  to  ask  may  i  pass  the  bar ,y,y,y,y,y
excited  to  see  propname  and  propname  tonight  run  propname  and  see  the  weight  fall  off  my  butt ,y,y,y,y,y
at  rue ,y,y,y,y,y
counting  down  the  days  till  nola ,y,y,y,y,y
had  an  awesome  fourth  of  july ,y,y,y,y,y
5  days  until  i  leave  waco  forever ,y,y,y,y,y
finally  going  to  get  the  car  washed  tomorrow ,y,y,y,y,y
scared  of  pc  iii  and  the  bar ,y,y,y,y,y
hopin  and  prayin ,y,y,y,y,y
cannot  believe  it  is  wednesday  already ,y,y,y,y,y
never  getting  gas  before  work  again ,y,y,y,y,y
hoping  to  get  out  of  her  driveway ,y,y,y,y,y
cannot  wait  to  see  propname  today ,y,y,y,y,y
its  a  hersheys  day ,y,y,y,y,y
who  dat ,y,y,y,y,y
takes  home  more  from  her  monthly  salary  then  she  realized ,y,y,y,y,y
ge    finally  recoveringthank  you  jesus ,y,y,y,y,y
working ,y,y,y,y,y
gettin  ready  for  tommorrow ,y,y,y,y,y
getting  her  bar  application  togetheryes  its  that  time  of  year  again ,y,y,y,y,y
is  going  on  a  deposition  my  first  real  one  with  ocb ,y,y,y,y,y
most  disgusting  statistic  ive  ever  heard  avg  nyc  model    510  110lbs ,y,y,y,y,y
stuyding  for  the  mpre ,y,y,y,y,y
is  a  busy  bee ,y,y,y,y,y
had  a  great  time  seeing  everyone  at  ocb  today ,y,y,y,y,y
excited  to  see  that  every  stock  in  her  portfolio  outperformed  market  expectations ,y,y,y,y,y
torture  watching  propname  and  propname  stock  the  pantry  15  minutes  after  i  decide  to  get  serious  about  this  diet ,y,y,y,y,y
icky  feeling    gone  back  to  prancing  through  the  office  with  a  smile  and  my  usual  excessive  energyneed  for  adventure ,y,y,y,y,y
a  very  happy  girl ,y,y,y,y,y
rain  is  ruining  my  plans ,y,y,y,y,y
best  bosss  lunch  ever ,y,y,y,y,y
phone    dead  chat  with  me  here ,y,y,y,y,y
apparently  applied  to  law  school  at  depaul  todayat  least  thats  what  they  tell  me ,y,y,y,y,y
only  9  more  pounds  why  wont  they  go  away ,y,y,y,y,y
in  our  personal  and  professional  lives  we  are  constantly  hit  with  one  adversity  after  the  other  most  of  which  we  have  no  control  over  but  the  four  things  we  have  total  control  over  is  how  we  react  how  we  adapt  how  we  breathe  and  how  we  take  action ,y,y,y,y,y
the  only  people  who  are  more  entertaining  then  rappers  are  wannabe  rappers  see  propname ,y,y,y,y,y
attentionhouston  area  animal  lovers  montgomery  county  animal  shelter  is  closing  tomorrow  you  can  adopt  for  free  tomorrow  between  124  they  will  be  euthanizing  all  animals  without  a  home  go    save  a  life  30  cats  and  80  dogs  left  please  repost ,y,y,y,y,y
is  looking  to  join  junior  league  of  new  orleans  anybody  know  who  to  contact ,y,y,y,y,y
